0.000000,-42.332001,-17.972000,13.434000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.324350e+01,0.000000e+00,0.000000e+00,0.000000e+00,2.284504e+00,2.284504e+00,2.284504e+00,2.284504e+00,2.284504e+00,2.284504e+00,123,123,123,123,123,123,0.925181,0.220989,0.308552,0.030354,0.767302,-0.640567,-0.378311,0.602006,0.703185,inf,inf,inf,inf,inf,-inf,-inf,inf,inf,0.000000e+00,0.000000e+00,0.000000e+00 
0.020963,-42.332001,-17.971001,13.433000,-6.212868e-01,-3.434317e-01,9.531769e-02,0.000000e+00,0.000000e+00,0.000000e+00,-1.211012e-02,-6.694171e-03,1.857932e-03,-1.324350e+01,1.149381e+00,6.353487e-01,-1.763377e-01,2.937621e+00,1.527321e+00,3.850085e-01,1.631387e+00,3.041686e+00,4.183999e+00,145,94,34,98,148,181,0.925190,0.220974,0.308536,0.030357,0.767299,-0.640571,-0.378289,0.602016,0.703189,0.000434,-0.000711,-0.000792,0.000120,-0.000149,-0.000173,0.001071,0.000451,0.000190,-8.031192e-05,1.670647e-03,-9.462493e-05 
0.021854,-42.330002,-17.969999,13.432000,-6.212934e-01,-3.434122e-01,9.530898e-02,-8.031192e-05,1.670647e-03,-9.462493e-05,-2.609482e-02,-1.442404e-02,4.003242e-03,-1.324350e+01,1.149441e+00,6.343101e-01,-1.762648e-01,2.936487e+00,1.526853e+00,3.858759e-01,1.632521e+00,3.042155e+00,4.183132e+00,145,94,35,98,148,181,0.925199,0.220960,0.308519,0.030346,0.767317,-0.640550,-0.378267,0.601998,0.703215,0.000416,-0.000681,-0.000759,-0.000489,0.000819,0.000958,0.000977,-0.000794,0.001206,4.211032e-04,7.383622e-04,4.864257e-04 
0.027097,-42.328999,-17.969000,13.431000,-6.212742e-01,-3.433932e-01,9.530689e-02,4.211032e-04,7.383622e-04,4.864257e-04,-4.286549e-02,-2.369359e-02,6.575956e-03,-1.324350e+01,1.149105e+00,6.348344e-01,-1.766096e-01,2.936965e+00,1.527618e+00,3.852065e-01,1.632043e+00,3.041390e+00,4.183801e+00,145,94,35,98,148,181,0.925208,0.220945,0.308502,0.030342,0.767324,-0.640541,-0.378245,0.601994,0.703230,0.000336,-0.000550,-0.000613,-0.000152,0.000274,0.000321,0.000809,-0.000147,0.000561,9.705117e-04,8.614671e-04,3.226399e-04 
0.027290,-42.327999,-17.968000,13.430000,-6.212679e-01,-3.433739e-01,9.530149e-02,9.705117e-04,8.614671e-04,3.226399e-04,-5.971614e-02,-3.300692e-02,9.160819e-03,-1.324350e+01,1.148763e+00,6.347249e-01,-1.765013e-01,2.936876e+00,1.527827e+00,3.858051e-01,1.632132e+00,3.041180e+00,4.183202e+00,145,94,35,98,148,181,0.925217,0.220930,0.308486,0.030338,0.767331,-0.640533,-0.378224,0.601991,0.703246,0.000333,-0.000545,-0.000609,-0.000150,0.000269,0.000316,0.000803,-0.000143,0.000554,1.196319e-03,6.248254e-04,4.823896e-04 
0.021812,-42.326000,-17.968000,13.431000,-6.212616e-01,-3.433547e-01,9.529609e-02,1.196319e-03,6.248254e-04,4.823896e-04,-7.380946e-02,-4.079592e-02,1.132261e-02,-1.324350e+01,1.148616e+00,6.348312e-01,-1.765872e-01,2.936968e+00,1.528071e+00,3.857181e-01,1.632040e+00,3.040937e+00,4.183289e+00,145,94,35,98,148,181,0.925213,0.220946,0.308486,0.030311,0.767353,-0.640508,-0.378235,0.601957,0.703268,-0.000177,0.000740,0.000000,-0.001218,0.000987,0.001124,-0.000530,-0.001529,0.001024,3.247695e-04,1.476220e-03,1.557049e-05 
0.027179,-42.327999,-17.969000,13.431000,-6.212327e-01,-3.433604e-01,9.531744e-02,3.247695e-04,1.476220e-03,1.557049e-05,-9.067904e-02,-5.011988e-02,1.391096e-02,-1.324350e+01,1.149086e+00,6.343311e-01,-1.763466e-01,2.936485e+00,1.527265e+00,3.860625e-01,1.632522e+00,3.041743e+00,4.182945e+00,145,94,35,98,148,181,0.925208,0.220945,0.308502,0.030335,0.767334,-0.640529,-0.378246,0.601981,0.703242,-0.000193,-0.000046,0.000611,0.000886,-0.000677,-0.000769,-0.000401,0.000879,-0.000968,1.054930e-03,3.414577e-04,-6.472992e-04 
0.022267,-42.328999,-17.969000,13.434000,-6.212551e-01,-3.433742e-01,9.530478e-02,1.054930e-03,3.414577e-04,-6.472992e-04,-1.019579e-01,-5.635383e-02,1.564121e-02,-1.324350e+01,1.148689e+00,6.350374e-01,-1.759255e-01,2.937401e+00,1.527569e+00,3.866201e-01,1.631607e+00,3.041438e+00,4.182387e+00,145,94,35,98,148,181,0.925196,0.220993,0.308502,0.030302,0.767326,-0.640541,-0.378277,0.601975,0.703230,-0.000520,0.002176,0.000000,-0.001509,-0.000399,-0.000550,-0.001392,-0.000290,-0.000501,3.250131e-04,9.599971e-04,-4.353903e-04 
0.027106,-42.328999,-17.968000,13.433000,-6.212580e-01,-3.433897e-01,9.534580e-02,3.250131e-04,9.599971e-04,-4.353903e-04,-1.188468e-01,-6.568888e-02,1.823319e-02,-1.324350e+01,1.149132e+00,6.346949e-01,-1.761285e-01,2.936957e+00,1.527179e+00,3.861098e-01,1.632050e+00,3.041829e+00,4.182898e+00,145,94,35,98,148,181,0.925205,0.220978,0.308486,0.030304,0.767322,-0.640545,-0.378255,0.601984,0.703234,0.000336,-0.000550,-0.000613,0.000093,-0.000115,-0.000134,0.000829,0.000349,0.000147,-5.230505e-04,2.064052e-03,-1.056835e-04 
0.027183,-42.327999,-17.968000,13.431000,-6.212645e-01,-3.433702e-01,9.533709e-02,-5.230505e-04,2.064052e-03,-1.056835e-04,-1.357452e-01,-7.502855e-02,2.082636e-02,-1.324350e+01,1.149653e+00,6.339964e-01,-1.763102e-01,2.936124e+00,1.526575e+00,3.858357e-01,1.632884e+00,3.042432e+00,4.183172e+00,145,94,35,98,148,181,0.925213,0.220946,0.308486,0.030324,0.767332,-0.640533,-0.378234,0.601984,0.703246,0.000284,-0.001188,0.000000,0.000743,0.000347,0.000450,0.000753,-0.000006,0.000410,9.184818e-05,1.581801e-03,-1.243015e-04 
0.021788,-42.330002,-17.968000,13.431000,-6.212583e-01,-3.433599e-01,9.531085e-02,9.184818e-05,1.581801e-03,-1.243015e-04,-1.498223e-01,-8.280874e-02,2.298601e-02,-1.324350e+01,1.149273e+00,6.342668e-01,-1.762505e-01,2.936443e+00,1.526989e+00,3.860960e-01,1.632565e+00,3.042018e+00,4.182912e+00,145,94,35,98,148,181,0.925213,0.220946,0.308486,0.030337,0.767311,-0.640557,-0.378233,0.602011,0.703223,0.000000,0.000000,0.000000,0.000606,-0.000965,-0.001127,0.000049,0.001230,-0.001027,-1.030768e-03,9.063946e-04,-6.449588e-04 
0.027084,-42.330002,-17.968000,13.430000,-6.212840e-01,-3.433594e-01,9.530424e-02,-1.030768e-03,9.063946e-04,-6.449588e-04,-1.667212e-01,-9.214812e-02,2.557828e-02,-1.324350e+01,1.149994e+00,6.346710e-01,-1.759259e-01,2.936993e+00,1.526186e+00,3.856438e-01,1.632015e+00,3.042821e+00,4.183364e+00,145,94,35,98,148,181,0.925217,0.220930,0.308486,0.030351,0.767310,-0.640557,-0.378223,0.602017,0.703223,0.000142,-0.000596,0.000000,0.000494,-0.000020,0.000000,0.000388,0.000243,0.000000,-3.139241e-04,7.734970e-04,-9.334756e-04 
0.021761,-42.331001,-17.966999,13.428000,-6.212873e-01,-3.433541e-01,9.528949e-02,-3.139241e-04,7.734970e-04,-9.334756e-04,-1.808151e-01,-9.993711e-02,2.773992e-02,-1.324350e+01,1.149570e+00,6.347411e-01,-1.757255e-01,2.937132e+00,1.526467e+00,3.863411e-01,1.631875e+00,3.042540e+00,4.182666e+00,145,94,35,98,148,181,0.925230,0.220899,0.308469,0.030373,0.767296,-0.640573,-0.378189,0.602047,0.703216,0.000595,-0.001426,-0.000762,0.001035,-0.000651,-0.000731,0.001538,0.001353,-0.000331,-3.836881e-04,8.708434e-04,-7.342250e-05 
0.027084,-42.332001,-17.966000,13.431000,-6.213100e-01,-3.433291e-01,9.526271e-02,-3.836881e-04,8.708434e-04,-7.342250e-05,-1.976974e-01,-1.092660e-01,3.032840e-02,-1.324350e+01,1.149654e+00,6.346364e-01,-1.761920e-01,2.936872e+00,1.526704e+00,3.855438e-01,1.632135e+00,3.042303e+00,4.183464e+00,145,94,35,98,148,181,0.925224,0.220948,0.308453,0.030329,0.767285,-0.640589,-0.378208,0.602043,0.703209,-0.000233,0.001834,-0.000613,-0.001640,-0.000425,-0.000587,-0.000703,-0.000131,-0.000266,9.584124e-04,7.842624e-04,4.263546e-04 
0.027372,-42.331001,-17.966000,13.430000,-6.213162e-01,-3.433303e-01,9.530976e-02,9.584124e-04,7.842624e-04,4.263546e-04,-2.145804e-01,-1.185954e-01,3.291825e-02,-1.324350e+01,1.148860e+00,6.346905e-01,-1.765789e-01,2.936814e+00,1.527781e+00,3.856060e-01,1.632194e+00,3.041226e+00,4.183402e+00,145,94,35,98,148,181,0.925228,0.220932,0.308453,0.030336,0.767295,-0.640577,-0.378198,0.602036,0.703220,0.000141,-0.000589,0.000000,0.000247,0.000365,0.000449,0.000364,-0.000249,0.000409,1.544396e-03,1.481456e-03,2.080647e-04 
0.021778,-42.332001,-17.966000,13.431000,-6.213066e-01,-3.433253e-01,9.529831e-02,1.544396e-03,1.481456e-03,2.080647e-04,-2.287586e-01,-1.264300e-01,3.509296e-02,-1.324350e+01,1.148491e+00,6.342630e-01,-1.764267e-01,2.936385e+00,1.527876e+00,3.865518e-01,1.632623e+00,3.041132e+00,4.182456e+00,145,94,35,98,148,181,0.925224,0.220948,0.308453,0.030329,0.767285,-0.640589,-0.378208,0.602043,0.703209,-0.000177,0.000741,0.000000,-0.000311,-0.000459,-0.000564,-0.000458,0.000313,-0.000514,7.155243e-04,1.068442e-04,-2.276440e-05 
0.027098,-42.332001,-17.966000,13.431000,-6.213162e-01,-3.433303e-01,9.530976e-02,7.155243e-04,1.068442e-04,-2.276440e-05,-2.457000e-01,-1.357916e-01,3.769177e-02,-1.324350e+01,1.149006e+00,6.350970e-01,-1.763094e-01,2.937349e+00,1.527575e+00,3.856126e-01,1.631658e+00,3.041432e+00,4.183395e+00,145,94,35,98,148,181,0.925224,0.220948,0.308453,0.030329,0.767285,-0.640589,-0.378208,0.602043,0.703209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.130337e-03,1.432773e-03,-4.630824e-05 
0.021877,-42.331001,-17.966000,13.430000,-6.213162e-01,-3.433303e-01,9.530976e-02,1.130337e-03,1.432773e-03,-4.630824e-05,-2.597642e-01,-1.435633e-01,3.984921e-02,-1.324350e+01,1.148757e+00,6.343014e-01,-1.762953e-01,2.936468e+00,1.527533e+00,3.864902e-01,1.632540e+00,3.041475e+00,4.182517e+00,145,94,35,98,148,181,0.925228,0.220932,0.308453,0.030336,0.767295,-0.640577,-0.378198,0.602036,0.703220,0.000176,-0.000737,0.000000,0.000310,0.000456,0.000561,0.000456,-0.000311,0.000511,6.207771e-04,2.490834e-03,-1.479190e-04 
